日期,纳指ETF,红利低波ETF,中证500ETF,黄金ETF,国债ETF
2019-12-13,0.6216,0.5723,4.4653,3.2610,115.8535
2019-12-20,0.6308,0.5806,4.5727,3.3020,115.9715
2019-12-27,0.6432,0.5801,4.5526,3.3630,116.7666
2020-01-03,0.6506,0.5977,4.7372,3.4220,116.3461
2020-01-10,0.6729,0.5952,4.8278,3.4180,116.7656
2020-01-17,0.6963,0.5894,4.8521,3.4040,116.8280
2020-01-23,0.6953,0.5649,4.7263,3.4300,117.8416
2020-02-07,0.7415,0.5376,4.6885,3.4680,118.3947
2020-02-14,0.8017,0.5522,4.7741,3.4940,118.3723
2020-02-21,0.7435,0.5659,5.1189,3.6460,118.1772
2020-02-28,0.6781,0.5474,4.8060,3.6230,118.9781
2020-03-06,0.6983,0.5723,5.0753,3.6860,119.1498
2020-03-13,0.6432,0.5420,4.8169,3.5020,119.2200
2020-03-20,0.6320,0.5205,4.5903,3.3460,118.7215
2020-03-27,0.6316,0.5293,4.5115,3.6120,119.7936
2020-04-03,0.6152,0.5249,4.4838,3.5750,120.1965
2020-04-10,0.6250,0.5303,4.5929,3.6710,121.2413
2020-04-17,0.6747,0.5337,4.6793,3.6690,121.8266
2020-04-24,0.6889,0.5268,4.6482,3.7690,122.7826
2020-04-30,0.7471,0.5464,4.7229,3.7460,123.3396
2020-05-08,0.7575,0.5483,4.8555,3.7690,122.2178
2020-05-15,0.7217,0.5415,4.8580,3.8340,122.4626
2020-05-22,0.7189,0.5332,4.7044,3.8650,122.0178
2020-05-29,0.7457,0.5395,4.7707,3.8640,120.8589
2020-06-05,0.7581,0.5498,4.9436,3.8170,119.5673
2020-06-12,0.7445,0.5513,4.9612,3.8540,119.9995
2020-06-19,0.7601,0.5591,5.1415,3.8440,118.8181
2020-06-24,0.7655,0.5557,5.1625,3.9100,118.9137
2020-07-03,0.7601,0.5977,5.4100,3.9150,119.1547
2020-07-10,0.7691,0.6285,6.0007,3.9260,118.2845
2020-07-17,0.7733,0.6236,5.6793,3.9040,118.8191
2020-07-24,0.7671,0.6226,5.6474,4.1090,119.3654
2020-07-31,0.7837,0.6407,5.9117,4.2160,118.7752
2020-08-07,0.8005,0.6554,6.0174,4.3780,118.6386
2020-08-14,0.8113,0.6646,5.9713,4.0880,118.3313
2020-08-21,0.8417,0.6710,5.9730,4.0910,118.1782
2020-08-28,0.9590,0.6725,6.0283,4.1090,117.4553
2020-09-04,0.9688,0.6549,5.9612,4.0650,117.5460
2020-09-11,0.9055,0.6378,5.6693,4.0870,117.7509
2020-09-18,0.9518,0.6583,5.8379,4.0780,117.7587
2020-09-25,0.8887,0.6304,5.6181,3.9280,117.9938
2020-09-30,0.9107,0.6290,5.5669,3.9740,117.7450
2020-10-09,0.9284,0.6387,5.7154,3.9710,117.5724
2020-10-16,0.9161,0.6515,5.7917,3.9650,117.5314
2020-10-23,0.9015,0.6451,5.6013,3.9560,117.8650
2020-10-30,0.8499,0.6348,5.5057,3.8970,117.9996
2020-11-06,0.8963,0.6632,5.6844,4.0010,117.9557
2020-11-13,0.8767,0.6676,5.6894,3.8900,117.4933
2020-11-20,0.8607,0.6920,5.7943,3.8430,117.4007
2020-11-27,0.8621,0.6949,5.7481,3.7200,117.5538
2020-12-04,0.8695,0.6881,5.8454,3.7540,117.7792
2020-12-11,0.8411,0.6681,5.6164,3.7390,117.6699
2020-12-18,0.8603,0.6661,5.6936,3.8380,117.7119
2020-12-25,0.8639,0.6510,5.6844,3.8530,118.2825
2020-12-31,0.8747,0.6490,5.7599,3.8500,118.3420
2021-01-08,0.8633,0.6529,5.9470,3.8780,118.5342
2021-01-15,0.8533,0.6505,5.8236,3.7850,118.8766
2021-01-22,0.8861,0.6431,6.0116,3.8060,118.8815
2021-01-29,0.8651,0.6270,5.7439,3.7780,118.4376
2021-02-05,0.9013,0.6368,5.6533,3.6810,118.4737
2021-02-10,0.9103,0.6431,5.9100,3.7560,118.4923
2021-02-19,0.9051,0.6676,6.0879,3.6340,118.3938
2021-02-26,0.8489,0.6695,5.7708,3.6130,118.5332
2021-03-05,0.8361,0.6793,5.8152,3.4820,119.0044
2021-03-12,0.8645,0.6940,5.6374,3.5240,118.8708
2021-03-19,0.8531,0.6896,5.6307,3.5890,118.6171
2021-03-26,0.8641,0.6852,5.6634,3.5790,118.7401
2021-04-02,0.8955,0.6920,5.7297,3.6120,119.0932
2021-04-09,0.9207,0.6964,5.7481,3.6310,118.8425
2021-04-16,0.9358,0.7072,5.7657,3.6430,119.3439
2021-04-23,0.9141,0.6998,5.8731,3.6680,119.7409
2021-04-30,0.9234,0.7023,5.9008,3.6250,119.5985
2021-05-07,0.9001,0.7150,5.8555,3.7170,119.5858
2021-05-14,0.8785,0.7208,5.9495,3.7390,119.7341
2021-05-21,0.8937,0.7189,5.9411,3.8160,120.3311
2021-05-28,0.8963,0.7468,6.0820,3.8000,120.1175
2021-06-04,0.8875,0.7492,6.1139,3.7320,120.0034
2021-06-11,0.9123,0.7428,6.1508,3.7950,119.7078
2021-06-18,0.9364,0.7301,6.0988,3.6250,119.9575
2021-06-25,0.9508,0.7414,6.2389,3.6240,120.0775
2021-07-02,0.9652,0.7306,6.1005,3.6320,120.4443
2021-07-09,0.9802,0.7223,6.2398,3.6800,120.8540
2021-07-16,0.9802,0.7321,6.3732,3.7110,121.0618
2021-07-23,0.9872,0.7306,6.4420,3.6840,121.3408
2021-07-30,0.9820,0.6945,6.2280,3.7200,121.7700
2021-08-06,1.0062,0.6969,6.3866,3.6630,121.9583
2021-08-13,1.0016,0.7336,6.5351,3.5910,121.7759
2021-08-20,0.9932,0.7252,6.3681,3.6590,122.1017
2021-08-27,1.0226,0.7521,6.6081,3.6820,121.7593
2021-09-03,1.0360,0.7888,6.7113,3.6870,122.0646
2021-09-10,1.0292,0.8450,7.0276,3.6600,121.8471
2021-09-17,1.0266,0.8235,6.8153,3.5920,121.7037
2021-09-24,1.0126,0.8171,6.8178,3.5860,121.9154
2021-09-30,0.9884,0.8103,6.5368,3.5430,122.2802
2021-10-08,0.9870,0.8025,6.5275,3.5870,122.0841
2021-10-15,0.9968,0.7888,6.4805,3.6290,121.7154
2021-10-22,1.0126,0.8010,6.4814,3.6150,121.4062
2021-10-29,1.0240,0.7550,6.4747,3.6090,121.6334
2021-11-05,1.0756,0.7420,6.4562,3.6240,121.9983
2021-11-12,1.0536,0.7510,6.5938,3.7220,121.9934
2021-11-19,1.0862,0.7520,6.6173,3.7300,122.1427
2021-11-26,1.0676,0.7560,6.6626,3.6280,122.5973
2021-12-03,1.0448,0.7760,6.7406,3.5660,122.1641
2021-12-10,1.0556,0.7840,6.7482,3.5650,122.4168
2021-12-17,1.0378,0.7880,6.7524,3.6290,122.7494
2021-12-24,1.0610,0.7930,6.7222,3.6330,122.7689
2021-12-31,1.0724,0.7950,6.7792,3.6430,123.3826
2022-01-07,1.0372,0.8250,6.6232,3.5920,123.1338
2022-01-14,1.0150,0.8100,6.5233,3.6500,123.7630
2022-01-21,0.9600,0.8210,6.4394,3.6720,124.3064
2022-01-28,0.9190,0.7910,6.0434,3.5940,124.3434
2022-02-11,0.9520,0.8480,6.2163,3.6450,124.0332
2022-02-18,0.9330,0.8500,6.2893,3.7600,123.9562
2022-02-25,0.8940,0.8170,6.2742,3.8070,123.8615
2022-03-04,0.9020,0.8360,6.2742,3.8410,123.5816
2022-03-11,0.8790,0.8060,5.9704,3.9370,123.9679
2022-03-18,0.9100,0.7960,5.8110,3.8510,123.9932
2022-03-25,0.9630,0.8030,5.7532,3.9070,124.0469
2022-04-01,0.9730,0.8550,5.8580,3.8530,124.0215
2022-04-08,0.9530,0.8660,5.7280,3.8520,124.4429
2022-04-15,0.9050,0.8580,5.5736,3.9440,124.3620
2022-04-22,0.9110,0.8320,5.2590,3.9510,124.1620
2022-04-29,0.9050,0.8330,5.1759,3.9420,124.2605
2022-05-06,0.8780,0.8110,5.0929,3.9220,124.1688
2022-05-13,0.8440,0.8370,5.3303,3.8880,124.5815
2022-05-20,0.8330,0.8400,5.4612,3.8720,124.7366
2022-05-27,0.8480,0.8450,5.4436,3.9170,124.9639
2022-06-02,0.8600,0.8390,5.6248,3.8770,124.6458
2022-06-10,0.8470,0.8490,5.7892,3.8650,124.6263
2022-06-17,0.7910,0.8360,5.8731,3.8740,124.6029
2022-06-24,0.8240,0.8250,5.9361,3.8270,124.6702
2022-07-01,0.7990,0.8480,6.0032,3.7840,124.7756
2022-07-08,0.8350,0.8340,5.9780,3.6690,124.4332
2022-07-15,0.8210,0.8100,5.7859,3.6220,124.8936
2022-07-22,0.8670,0.8150,5.8807,3.6500,124.9717
2022-07-29,0.8880,0.8170,5.8866,3.7490,125.3531
2022-08-05,0.9150,0.7990,5.8798,3.7900,125.6419
2022-08-12,0.9140,0.8230,6.0283,3.7950,125.6028
2022-08-19,0.9280,0.8290,5.9881,3.7610,126.4164
2022-08-26,0.9150,0.8440,5.9084,3.7980,126.1657
2022-09-02,0.8630,0.8540,5.7579,3.7260,126.5003
2022-09-09,0.8730,0.8940,5.9203,3.7850,126.3608
2022-09-16,0.8410,0.8610,5.5752,3.7280,126.0301
2022-09-23,0.8290,0.8520,5.5205,3.7700,126.0838
2022-09-30,0.8120,0.8350,5.3417,3.7830,125.6272
2022-10-14,0.8110,0.8470,5.5993,3.8130,126.2808
2022-10-21,0.8100,0.8330,5.5829,3.7710,126.0994
2022-10-28,0.8110,0.7920,5.4051,3.8200,126.4028
2022-11-04,0.8140,0.7950,5.7684,3.8040,126.2447
2022-11-11,0.8540,0.8240,5.7569,3.9520,126.0047
2022-11-18,0.8530,0.8160,5.8222,3.9520,125.4224
2022-11-25,0.8650,0.8490,5.7117,3.9590,125.8418
2022-12-02,0.8630,0.8510,5.7857,3.9790,125.4721
2022-12-09,0.8330,0.8570,5.8155,3.9240,125.2868
2022-12-16,0.8160,0.8380,5.7127,3.9150,125.3238
2022-12-23,0.8010,0.8090,5.4167,3.9480,125.5277
2022-12-30,0.7990,0.8180,5.5089,3.9860,125.9433
2023-01-06,0.7990,0.8270,5.6560,3.9720,125.7999
2023-01-13,0.8150,0.8310,5.6983,4.0270,125.6594
2023-01-20,0.8150,0.8450,5.8838,4.1010,125.6994
2023-02-03,0.8700,0.8430,5.9606,4.0710,125.8594
2023-02-10,0.8600,0.8510,5.9597,3.9930,125.9189
2023-02-17,0.8650,0.8490,5.8674,3.9920,125.9413
2023-02-24,0.8600,0.8750,5.9674,4.0210,125.8350
2023-03-03,0.8490,0.8950,6.0029,4.0440,125.8165
2023-03-10,0.8480,0.8710,5.8347,4.0610,126.1345
2023-03-17,0.8840,0.9000,5.8107,4.1980,126.2672
2023-03-24,0.8910,0.8900,5.9289,4.2750,126.2057
2023-03-31,0.9080,0.8870,5.9626,4.2810,126.3101
2023-04-07,0.9140,0.8930,6.0741,4.3280,126.4145
2023-04-14,0.9100,0.9190,6.0404,4.3660,126.5354
2023-04-21,0.9080,0.9280,5.8761,4.2880,126.6720
2023-04-28,0.9230,0.9600,5.8838,4.2980,126.9490
2023-05-05,0.9160,0.9840,5.8309,4.4150,127.2846
2023-05-12,0.9460,0.9630,5.7271,4.3650,127.5392
2023-05-19,0.9900,0.9410,5.7694,4.3300,127.5724
2023-05-26,0.9960,0.9220,5.6877,4.3100,127.8065
2023-06-02,1.0430,0.9270,5.7655,4.3750,127.9372
2023-06-09,1.0470,0.9490,5.6839,4.3750,128.2514
2023-06-16,1.1000,0.9330,5.8184,4.3590,127.9470
2023-06-21,1.1000,0.9060,5.6877,4.3560,128.1441
2023-06-30,1.1000,0.9110,5.7088,4.3490,128.3089
2023-07-07,1.1060,0.9180,5.6714,4.3590,128.5850
2023-07-14,1.1260,0.9370,5.7386,4.3880,128.5323
2023-07-21,1.1280,0.9280,5.6464,4.4530,128.8620
2023-07-28,1.1340,0.9630,5.7684,4.4040,128.6182
2023-08-04,1.1280,0.9620,5.8492,4.4010,128.6972
2023-08-11,1.1100,0.9400,5.6310,4.4150,128.7898
2023-08-18,1.0830,0.9360,5.5099,4.4210,129.2142
2023-08-25,1.0910,0.9340,5.3158,4.4480,129.1557
2023-09-01,1.1390,0.9370,5.4753,4.4890,128.9713
2023-09-08,1.1410,0.9380,5.4320,4.5360,128.5996
2023-09-15,1.1420,0.9500,5.4378,4.5480,128.7538
2023-09-22,1.0920,0.9580,5.4359,4.5610,128.5518
2023-09-28,1.0800,0.9520,5.4176,4.4360,128.6533
2023-10-13,1.1220,0.9470,5.3677,4.4050,128.5235
2023-10-20,1.0860,0.9340,5.1591,4.5970,128.3196
2023-10-27,1.0530,0.9380,5.2283,4.5990,128.6221
2023-11-03,1.0990,0.9190,5.2379,4.6100,128.9459
2023-11-10,1.1160,0.9160,5.3033,4.5540,128.9684
2023-11-17,1.1610,0.9240,5.3542,4.5720,129.1947
2023-11-24,1.1570,0.9330,5.3033,4.4990,128.8523
2023-12-01,1.1480,0.9320,5.2946,4.5890,128.9635
2023-12-08,1.1570,0.9110,5.2273,4.5910,128.9732
2023-12-15,1.1930,0.9130,5.1793,4.5900,129.3127
2023-12-22,1.2060,0.9070,5.0505,4.6270,129.5361
2023-12-29,1.2130,0.9140,5.1553,4.6480,130.0980
2024-01-05,1.1760,0.9470,5.0178,4.6640,130.1897
2024-01-12,1.2190,0.9340,4.9371,4.6460,130.1507
2024-01-19,1.2420,0.9220,4.7583,4.6430,130.3048
2024-01-26,1.2610,0.9690,4.7612,4.6250,130.4999
2024-02-02,1.2830,0.9480,4.3076,4.6790,130.7838
2024-02-08,1.3080,0.9730,4.8958,4.6620,130.9145
2024-02-23,1.3210,1.0230,4.9265,4.6300,131.2160
2024-03-01,1.3210,1.0040,5.1053,4.6670,131.2462
2024-03-08,1.3370,1.0270,5.0736,4.8810,131.4930
2024-03-15,1.3160,0.9970,5.1841,4.8990,131.2599
2024-03-22,1.3380,1.0010,5.1034,4.9460,131.5154
2024-03-29,1.3370,1.0150,5.0130,5.1260,131.6198
2024-04-03,1.3270,1.0330,5.0976,5.2310,131.7564
2024-04-12,1.3410,1.0400,4.9996,5.5040,132.2500
2024-04-19,1.2640,1.0840,5.0351,5.4710,132.3837
2024-04-26,1.2900,1.0390,5.0995,5.3290,132.1720
2024-04-30,1.2990,1.0400,5.1649,5.2860,131.9993
2024-05-10,1.3210,1.0660,5.2552,5.3690,132.2529
2024-05-17,1.3550,1.0750,5.2249,5.4160,132.3066
2024-05-24,1.3580,1.0760,5.0559,5.3190,132.5475
2024-05-31,1.3530,1.0850,5.0599,5.3430,132.6880
2024-06-07,1.3940,1.0750,4.9710,5.3990,132.9182
2024-06-14,1.4350,1.0580,4.9954,5.2710,132.9338
2024-06-21,1.4500,1.0500,4.8841,5.3760,133.0968
2024-06-28,1.4750,1.0590,4.7289,5.2970,133.5474
2024-07-05,1.5290,1.0570,4.6644,5.3810,133.4782
2024-07-12,1.4920,1.0470,4.7181,5.4460,133.5640
2024-07-19,1.4710,1.0430,4.6800,5.4250,133.6948
2024-07-26,1.4090,1.0160,4.5434,5.3500,134.1991
2024-08-02,1.3960,1.0230,4.6000,5.5050,134.7073
2024-08-09,1.3500,1.0140,4.5297,5.3960,134.4518
2024-08-16,1.4690,1.0330,4.4848,5.4530,134.2088
2024-08-23,1.4570,1.0300,4.3500,5.5040,134.5669
2024-08-30,1.4170,1.0030,4.4516,5.5220,134.4118
2024-09-06,1.3720,0.9820,4.3530,5.5170,135.0780
2024-09-13,1.4350,0.9460,4.2661,5.6110,135.4458
2024-09-20,1.4430,0.9600,4.3110,5.6630,135.3961
2024-09-27,1.4140,1.0620,5.2141,5.7080,134.9239
2024-09-30,1.4090,1.1270,5.7042,5.7070,134.4693
2024-10-11,1.4450,1.0820,5.2756,5.7390,135.0800
2024-10-18,1.4590,1.1020,5.4523,5.9450,135.1453
2024-10-25,1.4550,1.0870,5.6183,5.9980,134.8439
2024-11-01,1.4420,1.0760,5.6564,6.0510,135.2370
2024-11-08,1.5250,1.0990,6.0274,5.8980,135.5014
2024-11-15,1.5100,1.0760,5.7296,5.6830,135.8263
2024-11-22,1.5210,1.0680,5.5529,6.0100,135.9258
2024-11-29,1.5320,1.0850,5.6545,5.9230,136.1228
2024-12-06,1.5840,1.1150,5.7833,5.9030,136.4994
2024-12-13,1.6290,1.1040,5.8058,6.0010,137.6017
2024-12-20,1.5970,1.1010,5.7179,5.8920,137.9743
2024-12-27,1.6620,1.1230,5.7003,5.9450,137.8290
2025-01-03,1.6330,1.0860,5.2434,6.0290,138.3158
2025-01-10,1.6300,1.0700,5.1809,6.1050,137.7519
2025-01-17,1.6300,1.0840,5.3902,6.1390,137.7217
2025-01-24,1.6440,1.0820,5.4607,6.2180,137.5520
2025-01-27,1.6150,1.0970,5.3942,6.2020,138.0319
2025-02-07,1.6230,1.0790,5.6384,6.4200,138.0465
2025-02-14,1.6290,1.0940,5.7595,6.6050,137.4759
2025-02-21,1.6110,1.0820,5.8597,6.5680,137.0115
2025-02-28,1.5110,1.0840,5.6741,6.4440,136.8203
2025-03-07,1.5000,1.0850,5.8190,6.5260,136.7062
2025-03-14,1.4380,1.1000,5.9034,6.6730,136.6369
2025-03-21,1.4680,1.1030,5.7743,6.7740,136.4867
2025-03-28,1.4750,1.1120,5.7158,6.9380,136.7647
2025-04-03,1.4130,1.1250,5.6493,7.0940,137.3471
2025-04-11,1.4130,1.0870,5.3823,7.2730,137.9041
2025-04-18,1.3810,1.1200,5.3595,7.5830,137.7597
2025-04-25,1.4440,1.1250,5.4299,7.5300,137.5763
2025-04-30,1.4460,1.1090,5.4349,7.4710,137.8241
2025-05-09,1.4860,1.1320,5.5282,7.5310,137.9480
2025-05-16,1.5610,1.1400,5.5193,7.1770,137.4924
2025-05-23,1.5340,1.1500,5.4706,7.4540,137.6934
2025-05-30,1.5560,1.1590,5.5024,7.3690,137.6222
2025-06-06,1.5670,1.1680,5.5927,7.4810,137.8807
2025-06-13,1.5540,1.1690,5.5838,7.5880,137.9363
2025-06-20,1.5620,1.1820,5.4875,7.4360,138.1626
2025-06-27,1.6190,1.1880,5.7168,7.3260,138.1773
2025-07-04,1.6360,1.2110,5.7694,7.4070,138.2914
2025-07-11,1.6330,1.2190,5.8954,7.3760,138.0348
2025-07-18,1.6620,1.2130,5.9699,7.4030,138.0904
2025-07-25,1.6660,1.1990,6.1684,7.4090,137.6505
2025-08-01,1.6710,1.1810,6.0910,7.3520,137.8612
2025-08-08,1.6910,1.2070,6.2001,7.5080,138.0436
2025-08-15,1.7220,1.1950,6.4592,7.4010,137.8846
2025-08-22,1.6760,1.2090,6.7143,7.3780,137.5685
2025-08-29,1.6920,1.1940,6.9386,7.4860,137.6924
2025-09-05,1.7010,1.1850,6.8095,7.7750,137.8202
2025-09-12,1.7140,1.1840,7.0388,7.9540,137.8417
2025-09-19,1.7510,1.1590,7.0577,7.8980,137.9236
2025-09-26,1.7800,1.1490,7.1321,8.1600,137.8475
2025-09-30,1.8130,1.1390,7.3137,8.3390,138.0170
2025-10-10,1.8600,1.1500,7.2998,8.6020,138.0811
2025-10-17,1.8070,1.1850,6.9118,9.5680,138.2319
2025-10-24,1.9020,1.1970,7.1649,8.9500,138.1067
2025-10-31,1.9820,1.1880,7.2314,8.7940,138.6695
2025-11-07,1.9240,1.2170,7.2353,8.7930,138.5699
2025-11-14,1.9230,1.2350,7.1341,9.0960,138.5680
2025-11-21,1.8480,1.2090,6.7212,8.8280,138.5946
2025-11-28,1.9430,1.2040,6.9326,9.0670,138.5098
2025-12-05,1.9630,1.1930,7.0130,9.1360,138.4655
2025-12-12,1.9210,1.1740,7.0815,9.2270,138.6015
2025-12-19,1.9160,1.1810,7.0825,9.3130,138.7651
2025-12-26,1.9290,1.1750,7.3743,9.6500,138.9193
2025-12-31,1.9040,1.1760,7.3822,9.3010,138.7322
2026-01-09,1.9030,1.1620,8.0055,9.5920,138.5312
2026-01-16,1.9040,1.1430,8.1460,9.8570,138.8728
2026-01-23,1.8910,1.1480,8.5700,10.6170,138.9827
2026-01-30,1.8810,1.1680,8.2910,11.0090,139.0619
2026-02-06,1.8130,1.1780,8.0640,10.3570,139.2174
2026-02-13,1.8300,1.1670,8.2240,10.5750,139.4739
2026-02-27,1.8190,1.1720,8.5880,10.9330,139.3283
2026-03-06,1.8010,1.1880,8.2720,10.8730,139.5343
2026-03-13,1.7670,1.2050,8.1620,10.8020,139.4016
2026-03-20,1.7490,1.1960,7.6630,9.8960,139.4818
2026-03-27,1.7080,1.1830,7.6540,9.4940,139.5642
2026-04-03,1.7310,1.1880,7.4540,9.8280,139.6636
2026-04-10,1.8090,1.1810,7.8860,9.9720,139.5940
2026-04-17,1.8920,1.1840,8.1410,10.0290,139.9400
2026-04-24,1.9070,1.1980,8.1740,9.8260,140.0842
2026-04-30,1.9590,1.1880,8.2810,9.6780,140.0583
2026-05-08,2.0650,1.1770,8.6200,9.8800,140.0852
2026-05-15,2.1000,1.1670,8.4630,9.5540,140.2582
2026-05-22,2.1460,1.1550,8.5090,9.4610,140.3874
2026-05-29,2.2730,1.1670,8.2940,9.3970,140.6807
2026-06-05,2.2050,1.1590,8.1900,9.2520,140.6817
2026-06-12,2.1620,1.1720,8.0930,8.6590,140.3466
2026-06-18,2.2660,1.1150,8.6790,8.9080,140.6131
2026-06-26,2.1580,1.0810,8.7120,8.3900,140.7210
2026-07-03,2.1670,1.0900,8.7520,8.6720,140.6950
2026-07-10,2.1740,1.1130,8.5490,8.5410,140.7820
2026-07-17,2.1070,1.1460,7.5050,8.3110,140.8120
